time	V(N001,N002)	V(N002,N003)
5.408002636868265e-03	9.404528e-01	5.134370e-02
5.417768261868265e-03	9.409489e-01	5.045074e-02
5.427533886868265e-03	9.414363e-01	4.955717e-02
5.437299511868264e-03	9.419150e-01	4.866300e-02
5.447065136868264e-03	9.423849e-01	4.776825e-02
5.456830761868264e-03	9.428461e-01	4.687292e-02
5.458051464993264e-03	9.429030e-01	4.676103e-02
5.460492871243264e-03	9.430167e-01	4.653709e-02
5.465375683743264e-03	9.432424e-01	4.608910e-02
5.475141308743264e-03	9.436872e-01	4.519271e-02
5.484906933743264e-03	9.441232e-01	4.429577e-02
5.494672558743263e-03	9.445505e-01	4.339828e-02
5.504438183743263e-03	9.449690e-01	4.250027e-02
5.514203808743263e-03	9.453787e-01	4.160173e-02
5.523969433743263e-03	9.457797e-01	4.070268e-02
5.533735058743263e-03	9.461719e-01	3.980313e-02
5.543500683743262e-03	9.465552e-01	3.890309e-02
5.553266308743262e-03	9.469298e-01	3.800256e-02
5.563031933743262e-03	9.472956e-01	3.710156e-02
5.572797558743262e-03	9.476526e-01	3.620009e-02
5.582563183743262e-03	9.480008e-01	3.529817e-02
5.592328808743261e-03	9.483402e-01	3.439581e-02
5.602094433743261e-03	9.486707e-01	3.349300e-02
5.611860058743261e-03	9.489925e-01	3.258978e-02
5.621625683743261e-03	9.493054e-01	3.168614e-02
5.631391308743260e-03	9.496095e-01	3.078209e-02
5.641156933743260e-03	9.499047e-01	2.987764e-02
5.650922558743260e-03	9.501912e-01	2.897281e-02
5.660688183743260e-03	9.504688e-01	2.806760e-02
5.670453808743260e-03	9.507375e-01	2.716202e-02
5.680219433743259e-03	9.509974e-01	2.625608e-02
5.689985058743259e-03	9.512485e-01	2.534979e-02
5.699750683743259e-03	9.514907e-01	2.444317e-02
5.709516308743259e-03	9.517240e-01	2.353621e-02
5.719281933743259e-03	9.519485e-01	2.262893e-02
5.729047558743258e-03	9.521642e-01	2.172134e-02
5.738813183743258e-03	9.523709e-01	2.081345e-02
5.748578808743258e-03	9.525688e-01	1.990527e-02
5.758344433743258e-03	9.527578e-01	1.899680e-02
5.768110058743258e-03	9.529380e-01	1.808806e-02
5.777875683743257e-03	9.531093e-01	1.717906e-02
5.787641308743257e-03	9.532716e-01	1.626980e-02
5.797406933743257e-03	9.534252e-01	1.536030e-02
5.807172558743257e-03	9.535698e-01	1.445056e-02
5.816938183743257e-03	9.537055e-01	1.354060e-02
5.826703808743256e-03	9.538324e-01	1.263042e-02
5.836469433743256e-03	9.539503e-01	1.172003e-02
5.846235058743256e-03	9.540594e-01	1.080944e-02
5.856000683743256e-03	9.541596e-01	9.898670e-03
5.865766308743255e-03	9.542509e-01	8.987717e-03
5.875531933743255e-03	9.543332e-01	8.076596e-03
5.885297558743255e-03	9.544067e-01	7.165315e-03
5.895063183743255e-03	9.544713e-01	6.253882e-03
5.904828808743255e-03	9.545270e-01	5.342309e-03
5.914594433743254e-03	9.545738e-01	4.430603e-03
5.924360058743254e-03	9.546117e-01	3.518775e-03
5.934125683743254e-03	9.546407e-01	2.606834e-03
5.943891308743254e-03	9.546608e-01	1.694789e-03
5.953656933743254e-03	9.546719e-01	7.826500e-04
5.963422558743253e-03	9.546742e-01	-1.295744e-04
5.973188183743253e-03	9.546675e-01	-1.041874e-03
5.974408886868253e-03	9.546660e-01	-1.155847e-03
5.976850293118253e-03	9.546627e-01	-1.383935e-03
5.981733105618253e-03	9.546543e-01	-1.840123e-03
5.991498730618253e-03	9.546310e-01	-2.752540e-03
6.001264355618253e-03	9.545987e-01	-3.665007e-03
6.011029980618253e-03	9.545575e-01	-4.577513e-03
6.020795605618252e-03	9.545074e-01	-5.490049e-03
6.030561230618252e-03	9.544485e-01	-6.402607e-03
6.040326855618252e-03	9.543805e-01	-7.315176e-03
6.050092480618252e-03	9.543037e-01	-8.227747e-03
6.059858105618252e-03	9.542180e-01	-9.140312e-03
6.069623730618251e-03	9.541233e-01	-1.005286e-02
6.070844433743251e-03	9.541108e-01	-1.016686e-02
6.073285839993251e-03	9.540855e-01	-1.039499e-02
6.078168652493251e-03	9.540331e-01	-1.085125e-02
6.087934277493251e-03	9.539218e-01	-1.176374e-02
6.097699902493251e-03	9.538015e-01	-1.267619e-02
6.107465527493251e-03	9.536723e-01	-1.358859e-02
6.117231152493251e-03	9.535342e-01	-1.450093e-02
6.126996777493250e-03	9.533872e-01	-1.541320e-02
6.136762402493250e-03	9.532313e-01	-1.632539e-02
6.146528027493250e-03	9.530665e-01	-1.723748e-02
6.147748730618250e-03	9.530452e-01	-1.735142e-02
6.150190136868250e-03	9.530023e-01	-1.757943e-02
6.155072949368250e-03	9.529150e-01	-1.803542e-02
6.164838574368250e-03	9.527334e-01	-1.894733e-02
6.174604199368250e-03	9.525430e-01	-1.985912e-02
6.184369824368249e-03	9.523437e-01	-2.077079e-02
6.194135449368249e-03	9.521354e-01	-2.168232e-02
6.203901074368249e-03	9.519184e-01	-2.259371e-02
6.213666699368249e-03	9.516923e-01	-2.350495e-02
6.223432324368249e-03	9.514574e-01	-2.441603e-02
6.233197949368248e-03	9.512136e-01	-2.532693e-02
6.242963574368248e-03	9.509609e-01	-2.623766e-02
6.252729199368248e-03	9.506993e-01	-2.714820e-02
6.253949902493248e-03	9.506659e-01	-2.726193e-02
6.256391308743248e-03	9.505988e-01	-2.748953e-02
6.261274121243248e-03	9.504630e-01	-2.794469e-02
6.271039746243248e-03	9.501848e-01	-2.885485e-02
6.280805371243247e-03	9.498976e-01	-2.976479e-02
6.290570996243247e-03	9.496015e-01	-3.067451e-02
6.291791699368247e-03	9.495639e-01	-3.078814e-02
6.294233105618247e-03	9.494882e-01	-3.101553e-02
6.299115918118247e-03	9.493352e-01	-3.147026e-02
6.308881543118247e-03	9.490225e-01	-3.237953e-02
6.318647168118247e-03	9.487009e-01	-3.328856e-02
6.328412793118247e-03	9.483704e-01	-3.419733e-02
6.338178418118246e-03	9.480311e-01	-3.510583e-02
6.347944043118246e-03	9.476829e-01	-3.601405e-02
6.357709668118246e-03	9.473259e-01	-3.692198e-02
6.367475293118246e-03	9.469600e-01	-3.782962e-02
6.377240918118246e-03	9.465852e-01	-3.873696e-02
6.387006543118245e-03	9.462015e-01	-3.964397e-02
6.396772168118245e-03	9.458090e-01	-4.055067e-02
6.406537793118245e-03	9.454077e-01	-4.145704e-02
6.416303418118245e-03	9.449975e-01	-4.236306e-02
6.426069043118245e-03	9.445784e-01	-4.326874e-02
6.427289746243244e-03	9.445254e-01	-4.338185e-02
6.429731152493245e-03	9.444189e-01	-4.360820e-02
6.434613964993245e-03	9.442045e-01	-4.406084e-02
6.444379589993244e-03	9.437688e-01	-4.496583e-02
6.454145214993244e-03	9.433243e-01	-4.587045e-02
6.455365918118244e-03	9.432681e-01	-4.598343e-02
6.457807324368244e-03	9.431553e-01	-4.620952e-02
6.462690136868244e-03	9.429281e-01	-4.666161e-02
6.472455761868244e-03	9.424671e-01	-4.756550e-02
6.482221386868244e-03	9.419973e-01	-4.846899e-02
6.491987011868244e-03	9.415187e-01	-4.937207e-02
6.501752636868243e-03	9.410312e-01	-5.027473e-02
6.511518261868243e-03	9.405349e-01	-5.117697e-02
6.521283886868243e-03	9.400298e-01	-5.207876e-02
6.531049511868243e-03	9.395159e-01	-5.298011e-02
6.540815136868243e-03	9.389931e-01	-5.388100e-02
6.550580761868242e-03	9.384617e-01	-5.478143e-02
6.560346386868242e-03	9.379214e-01	-5.568139e-02
6.570112011868242e-03	9.373723e-01	-5.658086e-02
6.579877636868242e-03	9.368145e-01	-5.747984e-02
6.581098339993242e-03	9.367440e-01	-5.759212e-02
6.583539746243242e-03	9.366030e-01	-5.781677e-02
6.588422558743242e-03	9.363191e-01	-5.826598e-02
6.598188183743242e-03	9.357448e-01	-5.916402e-02
6.607953808743241e-03	9.351617e-01	-6.006155e-02
6.617719433743241e-03	9.345699e-01	-6.095855e-02
6.627485058743241e-03	9.339693e-01	-6.185501e-02
6.637250683743241e-03	9.333599e-01	-6.275094e-02
6.647016308743241e-03	9.327419e-01	-6.364631e-02
6.656781933743240e-03	9.321150e-01	-6.454111e-02
6.666547558743240e-03	9.314794e-01	-6.543536e-02
6.676313183743240e-03	9.308352e-01	-6.632902e-02
6.686078808743240e-03	9.301821e-01	-6.722210e-02
6.695844433743240e-03	9.295204e-01	-6.811459e-02
6.705610058743239e-03	9.288500e-01	-6.900647e-02
6.715375683743239e-03	9.281708e-01	-6.989773e-02
6.725141308743239e-03	9.274830e-01	-7.078837e-02
6.734906933743239e-03	9.267865e-01	-7.167838e-02
6.736127636868238e-03	9.266987e-01	-7.178953e-02
6.738569043118239e-03	9.265229e-01	-7.201191e-02
6.743451855618239e-03	9.261698e-01	-7.245655e-02
6.744672558743238e-03	9.260811e-01	-7.256763e-02
6.747113964993239e-03	9.259034e-01	-7.278987e-02
6.751996777493239e-03	9.255465e-01	-7.323423e-02
6.761762402493239e-03	9.248260e-01	-7.412247e-02
6.771528027493238e-03	9.240969e-01	-7.501004e-02
6.781293652493238e-03	9.233592e-01	-7.589694e-02
6.791059277493238e-03	9.226128e-01	-7.678317e-02
6.800824902493238e-03	9.218577e-01	-7.766869e-02
6.810590527493238e-03	9.210940e-01	-7.855353e-02
6.811811230618237e-03	9.209979e-01	-7.866401e-02
6.814252636868238e-03	9.208053e-01	-7.888509e-02
6.814862988430738e-03	9.207571e-01	-7.894034e-02
6.816083691555738e-03	9.206606e-01	-7.905085e-02
6.818525097805738e-03	9.204671e-01	-7.927185e-02
6.823407910305738e-03	9.200785e-01	-7.971372e-02
6.833173535305738e-03	9.192948e-01	-8.059690e-02
6.842939160305738e-03	9.185025e-01	-8.147936e-02
6.852704785305737e-03	9.177016e-01	-8.236109e-02
6.862470410305737e-03	9.168921e-01	-8.324207e-02
6.872236035305737e-03	9.160740e-01	-8.412230e-02
6.882001660305737e-03	9.152473e-01	-8.500177e-02
6.891767285305737e-03	9.144121e-01	-8.588048e-02
6.901532910305736e-03	9.135682e-01	-8.675840e-02
6.911298535305736e-03	9.127158e-01	-8.763553e-02
6.921064160305736e-03	9.118548e-01	-8.851187e-02
6.930829785305736e-03	9.109852e-01	-8.938741e-02
6.940595410305735e-03	9.101071e-01	-9.026213e-02
6.950361035305735e-03	9.092205e-01	-9.113604e-02
6.960126660305735e-03	9.083254e-01	-9.200912e-02
6.969892285305735e-03	9.074217e-01	-9.288135e-02
6.979657910305735e-03	9.065095e-01	-9.375274e-02
6.989423535305734e-03	9.055888e-01	-9.462328e-02
6.999189160305734e-03	9.046597e-01	-9.549296e-02
7.008954785305734e-03	9.037220e-01	-9.636175e-02
7.018720410305734e-03	9.027758e-01	-9.722968e-02
7.028486035305734e-03	9.018212e-01	-9.809671e-02
7.029706738430733e-03	9.017012e-01	-9.820496e-02
7.032148144680734e-03	9.014609e-01	-9.842155e-02
7.032758496243234e-03	9.014008e-01	-9.847567e-02
7.033979199368234e-03	9.012804e-01	-9.858394e-02
7.036420605618234e-03	9.010392e-01	-9.880044e-02
7.041303418118234e-03	9.005553e-01	-9.923325e-02
7.051069043118234e-03	8.995812e-01	-1.000982e-01
7.060834668118234e-03	8.985985e-01	-1.009622e-01
7.070600293118233e-03	8.976075e-01	-1.018253e-01
7.080365918118233e-03	8.966080e-01	-1.026875e-01
7.090131543118233e-03	8.956001e-01	-1.035487e-01
7.091352246243233e-03	8.954735e-01	-1.036563e-01
7.093793652493233e-03	8.952199e-01	-1.038714e-01
7.098676464993233e-03	8.947113e-01	-1.043015e-01
7.108442089993233e-03	8.936876e-01	-1.051609e-01
7.118207714993233e-03	8.926556e-01	-1.060194e-01
7.127973339993232e-03	8.916152e-01	-1.068769e-01
7.129194043118232e-03	8.914845e-01	-1.069840e-01
7.131635449368233e-03	8.912228e-01	-1.071981e-01
7.136518261868233e-03	8.906979e-01	-1.076263e-01
7.146283886868232e-03	8.896418e-01	-1.084820e-01
7.156049511868232e-03	8.885774e-01	-1.093367e-01
7.165815136868232e-03	8.875046e-01	-1.101903e-01
7.175580761868232e-03	8.864235e-01	-1.110430e-01
7.185346386868231e-03	8.853341e-01	-1.118946e-01
7.195112011868231e-03	8.842363e-01	-1.127452e-01
7.204877636868231e-03	8.831303e-01	-1.135947e-01
7.214643261868231e-03	8.820160e-01	-1.144432e-01
7.224408886868231e-03	8.808933e-01	-1.152907e-01
7.234174511868230e-03	8.797625e-01	-1.161371e-01
7.243940136868230e-03	8.786234e-01	-1.169824e-01
7.253705761868230e-03	8.774760e-01	-1.178266e-01
7.263471386868230e-03	8.763204e-01	-1.186697e-01
7.273237011868230e-03	8.751565e-01	-1.195118e-01
7.274457714993229e-03	8.750104e-01	-1.196169e-01
7.276899121243230e-03	8.747179e-01	-1.198272e-01
7.281781933743230e-03	8.741313e-01	-1.202476e-01
7.291547558743229e-03	8.729520e-01	-1.210876e-01
7.301313183743229e-03	8.717646e-01	-1.219264e-01
7.302533886868229e-03	8.716155e-01	-1.220312e-01
7.304975293118229e-03	8.713171e-01	-1.222407e-01
7.309858105618229e-03	8.707188e-01	-1.226595e-01
7.311078808743229e-03	8.705689e-01	-1.227640e-01
7.313520214993229e-03	8.702687e-01	-1.229733e-01
7.318403027493229e-03	8.696668e-01	-1.233916e-01
7.328168652493229e-03	8.684568e-01	-1.242273e-01
7.329389355618229e-03	8.683050e-01	-1.243316e-01
7.331830761868229e-03	8.680010e-01	-1.245404e-01
7.336713574368229e-03	8.673914e-01	-1.249576e-01
7.346479199368229e-03	8.661662e-01	-1.257912e-01
7.356244824368229e-03	8.649329e-01	-1.266236e-01
7.366010449368228e-03	8.636914e-01	-1.274548e-01
7.375776074368228e-03	8.624418e-01	-1.282848e-01
7.385541699368228e-03	8.611842e-01	-1.291137e-01
7.395307324368228e-03	8.599184e-01	-1.299414e-01
7.405072949368228e-03	8.586446e-01	-1.307679e-01
7.414838574368227e-03	8.573627e-01	-1.315931e-01
7.424604199368227e-03	8.560727e-01	-1.324171e-01
7.434369824368227e-03	8.547748e-01	-1.332399e-01
7.444135449368227e-03	8.534687e-01	-1.340615e-01
7.453901074368227e-03	8.521547e-01	-1.348818e-01
7.463666699368226e-03	8.508326e-01	-1.357009e-01
7.473432324368226e-03	8.495026e-01	-1.365187e-01
7.483197949368226e-03	8.481646e-01	-1.373352e-01
7.492963574368226e-03	8.468186e-01	-1.381505e-01
7.502729199368226e-03	8.454647e-01	-1.389645e-01
7.512494824368225e-03	8.441028e-01	-1.397772e-01
7.522260449368225e-03	8.427331e-01	-1.405886e-01
7.532026074368225e-03	8.413554e-01	-1.413986e-01
7.541791699368225e-03	8.399698e-01	-1.422074e-01
7.551557324368225e-03	8.385762e-01	-1.430148e-01
7.552778027493224e-03	8.384014e-01	-1.431156e-01
7.555219433743225e-03	8.380516e-01	-1.433172e-01
7.560102246243225e-03	8.373504e-01	-1.437202e-01
7.569867871243224e-03	8.359421e-01	-1.445252e-01
7.579633496243224e-03	8.345260e-01	-1.453288e-01
7.580854199368224e-03	8.343484e-01	-1.454290e-01
7.583295605618224e-03	8.339929e-01	-1.456297e-01
7.588178418118224e-03	8.332804e-01	-1.460307e-01
7.597944043118224e-03	8.318496e-01	-1.468318e-01
7.607709668118224e-03	8.304109e-01	-1.476315e-01
7.617475293118224e-03	8.289645e-01	-1.484298e-01
7.627240918118223e-03	8.275103e-01	-1.492267e-01
7.637006543118223e-03	8.260484e-01	-1.500223e-01
7.646772168118223e-03	8.245786e-01	-1.508164e-01
7.656537793118223e-03	8.231011e-01	-1.516092e-01
7.666303418118223e-03	8.216159e-01	-1.524005e-01
7.676069043118222e-03	8.201230e-01	-1.531904e-01
7.685834668118222e-03	8.186223e-01	-1.539789e-01
7.695600293118222e-03	8.171140e-01	-1.547659e-01
7.705365918118222e-03	8.155979e-01	-1.555515e-01
7.715131543118221e-03	8.140743e-01	-1.563357e-01
7.724897168118221e-03	8.125429e-01	-1.571184e-01
7.734662793118221e-03	8.110040e-01	-1.578996e-01
7.744428418118221e-03	8.094574e-01	-1.586793e-01
7.754194043118221e-03	8.079032e-01	-1.594576e-01
7.755414746243220e-03	8.077083e-01	-1.595547e-01
7.757856152493221e-03	8.073183e-01	-1.597490e-01
7.762738964993221e-03	8.065370e-01	-1.601373e-01
7.772504589993220e-03	8.049685e-01	-1.609128e-01
7.782270214993220e-03	8.033926e-01	-1.616868e-01
7.792035839993220e-03	8.018091e-01	-1.624592e-01
7.801801464993220e-03	8.002180e-01	-1.632302e-01
7.811567089993220e-03	7.986194e-01	-1.639996e-01
7.812787793118220e-03	7.984190e-01	-1.640956e-01
7.815229199368220e-03	7.980179e-01	-1.642877e-01
7.820112011868221e-03	7.972144e-01	-1.646715e-01
7.829877636868220e-03	7.956018e-01	-1.654381e-01
7.839643261868220e-03	7.939817e-01	-1.662031e-01
7.849408886868220e-03	7.923541e-01	-1.669665e-01
7.859174511868220e-03	7.907191e-01	-1.677284e-01
7.868940136868219e-03	7.890766e-01	-1.684887e-01
7.878705761868219e-03	7.874268e-01	-1.692475e-01
7.888471386868219e-03	7.857695e-01	-1.700046e-01
7.898237011868219e-03	7.841048e-01	-1.707602e-01
7.908002636868219e-03	7.824328e-01	-1.715142e-01
7.917768261868218e-03	7.807534e-01	-1.722666e-01
7.927533886868218e-03	7.790667e-01	-1.730173e-01
7.937299511868218e-03	7.773727e-01	-1.737665e-01
7.947065136868218e-03	7.756713e-01	-1.745140e-01
7.956830761868218e-03	7.739627e-01	-1.752599e-01
7.966596386868217e-03	7.722468e-01	-1.760042e-01
7.976362011868217e-03	7.705236e-01	-1.767468e-01
7.986127636868217e-03	7.687932e-01	-1.774877e-01
7.995893261868217e-03	7.670555e-01	-1.782270e-01
8.005658886868217e-03	7.653107e-01	-1.789646e-01
8.015424511868216e-03	7.635586e-01	-1.797006e-01
8.025190136868216e-03	7.617994e-01	-1.804348e-01
8.034955761868216e-03	7.600331e-01	-1.811674e-01
8.044721386868216e-03	7.582595e-01	-1.818983e-01
8.054487011868216e-03	7.564788e-01	-1.826275e-01
8.055707714993216e-03	7.562557e-01	-1.827185e-01
8.058149121243216e-03	7.558092e-01	-1.829004e-01
8.063031933743216e-03	7.549149e-01	-1.832641e-01
8.072797558743216e-03	7.531209e-01	-1.839900e-01
8.082563183743216e-03	7.513199e-01	-1.847143e-01
8.092328808743216e-03	7.495118e-01	-1.854368e-01
8.102094433743216e-03	7.476966e-01	-1.861576e-01
8.111860058743215e-03	7.458745e-01	-1.868766e-01
8.121625683743215e-03	7.440453e-01	-1.875939e-01
8.131391308743215e-03	7.422091e-01	-1.883094e-01
8.141156933743215e-03	7.403659e-01	-1.890232e-01
8.150922558743215e-03	7.385157e-01	-1.897352e-01
8.160688183743214e-03	7.366587e-01	-1.904454e-01
8.170453808743214e-03	7.347947e-01	-1.911539e-01
8.180219433743214e-03	7.329238e-01	-1.918605e-01
8.189985058743214e-03	7.310460e-01	-1.925654e-01
8.199750683743214e-03	7.291613e-01	-1.932684e-01
8.209516308743213e-03	7.272698e-01	-1.939696e-01
8.219281933743213e-03	7.253714e-01	-1.946691e-01
8.229047558743213e-03	7.234663e-01	-1.953666e-01
8.238813183743213e-03	7.215543e-01	-1.960624e-01
8.248578808743212e-03	7.196355e-01	-1.967563e-01
8.258344433743212e-03	7.177100e-01	-1.974484e-01
8.268110058743212e-03	7.157777e-01	-1.981386e-01
8.277875683743212e-03	7.138387e-01	-1.988270e-01
8.287641308743212e-03	7.118930e-01	-1.995135e-01
8.297406933743211e-03	7.099406e-01	-2.001981e-01
8.307172558743211e-03	7.079815e-01	-2.008809e-01
8.316938183743211e-03	7.060158e-01	-2.015618e-01
8.326703808743211e-03	7.040434e-01	-2.022408e-01
8.327924511868211e-03	7.037963e-01	-2.023254e-01
8.330365918118211e-03	7.033020e-01	-2.024948e-01
8.335248730618212e-03	7.023121e-01	-2.028333e-01
8.345014355618212e-03	7.003273e-01	-2.035087e-01
8.354779980618211e-03	6.983359e-01	-2.041822e-01
8.364545605618211e-03	6.963380e-01	-2.048538e-01
8.374311230618211e-03	6.943335e-01	-2.055235e-01
8.384076855618211e-03	6.923225e-01	-2.061912e-01
8.393842480618210e-03	6.903050e-01	-2.068571e-01
8.403608105618210e-03	6.882810e-01	-2.075209e-01
8.413373730618210e-03	6.862505e-01	-2.081829e-01
8.423139355618210e-03	6.842136e-01	-2.088429e-01
8.432904980618210e-03	6.821702e-01	-2.095009e-01
8.442670605618209e-03	6.801205e-01	-2.101569e-01
8.452436230618209e-03	6.780643e-01	-2.108110e-01
8.462201855618209e-03	6.760017e-01	-2.114631e-01
8.471967480618209e-03	6.739328e-01	-2.121132e-01
8.481733105618209e-03	6.718576e-01	-2.127614e-01
8.491498730618208e-03	6.697760e-01	-2.134075e-01
8.501264355618208e-03	6.676882e-01	-2.140516e-01
8.511029980618208e-03	6.655940e-01	-2.146938e-01
8.520795605618208e-03	6.634937e-01	-2.153339e-01
8.530561230618208e-03	6.613870e-01	-2.159720e-01
8.540326855618207e-03	6.592742e-01	-2.166080e-01
8.550092480618207e-03	6.571551e-01	-2.172420e-01
8.559858105618207e-03	6.550299e-01	-2.178740e-01
8.569623730618207e-03	6.528985e-01	-2.185040e-01
8.579389355618207e-03	6.507609e-01	-2.191319e-01
8.589154980618206e-03	6.486173e-01	-2.197577e-01
8.598920605618206e-03	6.464676e-01	-2.203815e-01
8.608686230618206e-03	6.443117e-01	-2.210032e-01
8.618451855618206e-03	6.421499e-01	-2.216228e-01
8.628217480618205e-03	6.399819e-01	-2.222404e-01
8.637983105618205e-03	6.378080e-01	-2.228558e-01
8.647748730618205e-03	6.356280e-01	-2.234692e-01
8.657514355618205e-03	6.334421e-01	-2.240804e-01
8.658735058743205e-03	6.331684e-01	-2.241567e-01
8.661176464993205e-03	6.326208e-01	-2.243091e-01
8.666059277493206e-03	6.315245e-01	-2.246135e-01
8.675824902493206e-03	6.293274e-01	-2.252209e-01
8.685590527493205e-03	6.271244e-01	-2.258261e-01
8.695356152493205e-03	6.249155e-01	-2.264292e-01
8.705121777493205e-03	6.227008e-01	-2.270301e-01
8.714887402493205e-03	6.204801e-01	-2.276290e-01
8.724653027493205e-03	6.182537e-01	-2.282256e-01
8.734418652493204e-03	6.160214e-01	-2.288202e-01
8.744184277493204e-03	6.137834e-01	-2.294126e-01
8.753949902493204e-03	6.115395e-01	-2.300028e-01
8.763715527493204e-03	6.092899e-01	-2.305909e-01
8.773481152493203e-03	6.070346e-01	-2.311768e-01
8.783246777493203e-03	6.047736e-01	-2.317606e-01
8.793012402493203e-03	6.025069e-01	-2.323421e-01
8.802778027493203e-03	6.002345e-01	-2.329215e-01
8.812543652493203e-03	5.979564e-01	-2.334987e-01
8.822309277493202e-03	5.956728e-01	-2.340737e-01
8.823529980618203e-03	5.953869e-01	-2.341454e-01
8.825971386868203e-03	5.948150e-01	-2.342888e-01
8.830854199368203e-03	5.936700e-01	-2.345750e-01
8.840619824368203e-03	5.913759e-01	-2.351459e-01
8.850385449368203e-03	5.890761e-01	-2.357146e-01
8.860151074368203e-03	5.867709e-01	-2.362810e-01
8.869916699368202e-03	5.844601e-01	-2.368453e-01
8.871137402493203e-03	5.841709e-01	-2.369156e-01
8.873578808743203e-03	5.835921e-01	-2.370562e-01
8.878461621243203e-03	5.824337e-01	-2.373371e-01
8.888227246243203e-03	5.801126e-01	-2.378972e-01
8.897992871243203e-03	5.777861e-01	-2.384550e-01
8.907758496243203e-03	5.754542e-01	-2.390106e-01
8.917524121243203e-03	5.731168e-01	-2.395639e-01
8.927289746243202e-03	5.707741e-01	-2.401150e-01
8.937055371243202e-03	5.684260e-01	-2.406638e-01
8.946820996243202e-03	5.660725e-01	-2.412104e-01
8.956586621243202e-03	5.637138e-01	-2.417547e-01
8.966352246243202e-03	5.613497e-01	-2.422967e-01
8.976117871243201e-03	5.589803e-01	-2.428365e-01
8.985883496243201e-03	5.566057e-01	-2.433740e-01
8.995649121243201e-03	5.542258e-01	-2.439092e-01
9.005414746243201e-03	5.518407e-01	-2.444421e-01
9.015180371243200e-03	5.494505e-01	-2.449726e-01
9.024945996243200e-03	5.470551e-01	-2.455009e-01
9.034711621243200e-03	5.446545e-01	-2.460269e-01
9.035932324368201e-03	5.443541e-01	-2.460925e-01
9.038373730618200e-03	5.437529e-01	-2.462235e-01
9.043256543118201e-03	5.425498e-01	-2.464852e-01
9.053022168118201e-03	5.401396e-01	-2.470069e-01
9.062787793118201e-03	5.377244e-01	-2.475262e-01
9.072553418118200e-03	5.353041e-01	-2.480432e-01
9.082319043118200e-03	5.328787e-01	-2.485579e-01
9.092084668118200e-03	5.304484e-01	-2.490702e-01
9.101850293118200e-03	5.280131e-01	-2.495802e-01
9.111615918118200e-03	5.255728e-01	-2.500879e-01
9.121381543118199e-03	5.231275e-01	-2.505932e-01
9.131147168118199e-03	5.206774e-01	-2.510961e-01
9.140912793118199e-03	5.182223e-01	-2.515967e-01
9.150678418118199e-03	5.157624e-01	-2.520949e-01
9.160444043118198e-03	5.132976e-01	-2.525907e-01
9.170209668118198e-03	5.108280e-01	-2.530842e-01
9.179975293118198e-03	5.083535e-01	-2.535753e-01
9.189740918118198e-03	5.058743e-01	-2.540640e-01
9.199506543118198e-03	5.033904e-01	-2.545503e-01
9.209272168118197e-03	5.009017e-01	-2.550343e-01
9.219037793118197e-03	4.984083e-01	-2.555158e-01
9.228803418118197e-03	4.959102e-01	-2.559949e-01
9.238569043118197e-03	4.934074e-01	-2.564716e-01
9.248334668118197e-03	4.909000e-01	-2.569459e-01
9.258100293118196e-03	4.883880e-01	-2.574178e-01
9.267865918118196e-03	4.858714e-01	-2.578873e-01
9.277631543118196e-03	4.833502e-01	-2.583544e-01
9.287397168118196e-03	4.808244e-01	-2.588190e-01
9.297162793118196e-03	4.782942e-01	-2.592812e-01
9.306928418118195e-03	4.757594e-01	-2.597409e-01
9.316694043118195e-03	4.732202e-01	-2.601982e-01
9.326459668118195e-03	4.706765e-01	-2.606531e-01
9.336225293118195e-03	4.681284e-01	-2.611055e-01
9.345990918118195e-03	4.655759e-01	-2.615555e-01
9.355756543118194e-03	4.630190e-01	-2.620030e-01
9.365522168118194e-03	4.604578e-01	-2.624480e-01
9.375287793118194e-03	4.578922e-01	-2.628905e-01
9.385053418118194e-03	4.553223e-01	-2.633306e-01
9.394819043118193e-03	4.527481e-01	-2.637683e-01
9.404584668118193e-03	4.501697e-01	-2.642034e-01
9.414350293118193e-03	4.475870e-01	-2.646361e-01
9.424115918118193e-03	4.450002e-01	-2.650662e-01
9.433881543118193e-03	4.424091e-01	-2.654939e-01
9.443647168118192e-03	4.398139e-01	-2.659191e-01
9.453412793118192e-03	4.372145e-01	-2.663417e-01
9.463178418118192e-03	4.346111e-01	-2.667619e-01
9.472944043118192e-03	4.320035e-01	-2.671796e-01
9.482709668118192e-03	4.293919e-01	-2.675947e-01
9.492475293118191e-03	4.267762e-01	-2.680074e-01
9.493695996243192e-03	4.264490e-01	-2.680587e-01
9.496137402493192e-03	4.257943e-01	-2.681614e-01
9.501020214993192e-03	4.244842e-01	-2.683663e-01
9.510785839993192e-03	4.218610e-01	-2.687742e-01
9.520551464993192e-03	4.192339e-01	-2.691796e-01
9.530317089993192e-03	4.166028e-01	-2.695824e-01
9.540082714993191e-03	4.139678e-01	-2.699828e-01
9.549848339993191e-03	4.113289e-01	-2.703805e-01
9.559613964993191e-03	4.086862e-01	-2.707757e-01
9.569379589993191e-03	4.060395e-01	-2.711684e-01
9.579145214993191e-03	4.033891e-01	-2.715585e-01
9.588910839993190e-03	4.007349e-01	-2.719461e-01
9.598676464993190e-03	3.980769e-01	-2.723311e-01
9.608442089993190e-03	3.954152e-01	-2.727136e-01
9.618207714993190e-03	3.927497e-01	-2.730935e-01
