time	V(N001,N002)	V(N002,N003)
1.713239453274582e-03	2.725938e-01	2.400232e-01
1.715680859524582e-03	2.731799e-01	2.400956e-01
1.720563672024582e-03	2.743524e-01	2.402389e-01
1.730329297024582e-03	2.766996e-01	2.405199e-01
1.740094922024582e-03	2.790495e-01	2.407933e-01
1.749860547024582e-03	2.814020e-01	2.410592e-01
1.759626172024582e-03	2.837571e-01	2.413176e-01
1.769391797024582e-03	2.861147e-01	2.415686e-01
1.779157422024582e-03	2.884746e-01	2.418121e-01
1.788923047024582e-03	2.908370e-01	2.420484e-01
1.798688672024582e-03	2.932015e-01	2.422774e-01
1.808454297024582e-03	2.955683e-01	2.424991e-01
1.818219922024582e-03	2.979372e-01	2.427136e-01
1.827985547024582e-03	3.003082e-01	2.429210e-01
1.837751172024582e-03	3.026812e-01	2.431213e-01
1.847516797024582e-03	3.050561e-01	2.433146e-01
1.857282422024582e-03	3.074328e-01	2.435008e-01
1.867048047024582e-03	3.098113e-01	2.436800e-01
1.876813672024582e-03	3.121915e-01	2.438524e-01
1.886579297024582e-03	3.145734e-01	2.440178e-01
1.896344922024582e-03	3.169568e-01	2.441764e-01
1.906110547024582e-03	3.193418e-01	2.443283e-01
1.915876172024582e-03	3.217282e-01	2.444733e-01
1.925641797024582e-03	3.241160e-01	2.446117e-01
1.935407422024582e-03	3.265051e-01	2.447434e-01
1.945173047024582e-03	3.288955e-01	2.448684e-01
1.954938672024582e-03	3.312871e-01	2.449869e-01
1.964704297024582e-03	3.336797e-01	2.450988e-01
1.965925000149582e-03	3.339789e-01	2.451123e-01
1.968366406399582e-03	3.345773e-01	2.451391e-01
1.973249218899582e-03	3.357742e-01	2.451914e-01
1.983014843899582e-03	3.381688e-01	2.452912e-01
1.992780468899581e-03	3.405643e-01	2.453845e-01
2.002546093899581e-03	3.429608e-01	2.454714e-01
2.003766797024581e-03	3.432604e-01	2.454818e-01
2.006208203274581e-03	3.438596e-01	2.455024e-01
2.011091015774581e-03	3.450583e-01	2.455423e-01
2.020856640774581e-03	3.474562e-01	2.456173e-01
2.030622265774581e-03	3.498548e-01	2.456861e-01
2.040387890774581e-03	3.522541e-01	2.457486e-01
2.050153515774580e-03	3.546539e-01	2.458049e-01
2.059919140774580e-03	3.570542e-01	2.458551e-01
2.069684765774580e-03	3.594550e-01	2.458991e-01
2.079450390774580e-03	3.618562e-01	2.459370e-01
2.089216015774580e-03	3.642577e-01	2.459689e-01
2.098981640774579e-03	3.666596e-01	2.459947e-01
2.108747265774579e-03	3.690616e-01	2.460146e-01
2.118512890774579e-03	3.714638e-01	2.460284e-01
2.128278515774579e-03	3.738661e-01	2.460364e-01
2.138044140774579e-03	3.762684e-01	2.460385e-01
2.147809765774578e-03	3.786707e-01	2.460348e-01
2.157575390774578e-03	3.810730e-01	2.460252e-01
2.158796093899578e-03	3.813733e-01	2.460236e-01
2.161237500149578e-03	3.819738e-01	2.460201e-01
2.166120312649578e-03	3.831749e-01	2.460121e-01
2.175885937649578e-03	3.855769e-01	2.459917e-01
2.185651562649578e-03	3.879786e-01	2.459657e-01
2.195417187649578e-03	3.903801e-01	2.459339e-01
2.205182812649577e-03	3.927812e-01	2.458965e-01
2.214948437649577e-03	3.951820e-01	2.458535e-01
2.224714062649577e-03	3.975823e-01	2.458048e-01
2.234479687649577e-03	3.999820e-01	2.457507e-01
2.244245312649577e-03	4.023813e-01	2.456910e-01
2.254010937649576e-03	4.047799e-01	2.456258e-01
2.263776562649576e-03	4.071778e-01	2.455552e-01
2.273542187649576e-03	4.095751e-01	2.454791e-01
2.283307812649576e-03	4.119715e-01	2.453977e-01
2.293073437649576e-03	4.143672e-01	2.453109e-01
2.302839062649575e-03	4.167619e-01	2.452187e-01
2.304059765774575e-03	4.170612e-01	2.452068e-01
2.306501172024575e-03	4.176597e-01	2.451828e-01
2.311383984524575e-03	4.188566e-01	2.451338e-01
2.321149609524575e-03	4.212495e-01	2.450317e-01
2.330915234524575e-03	4.236415e-01	2.449244e-01
2.340680859524575e-03	4.260324e-01	2.448119e-01
2.350446484524575e-03	4.284221e-01	2.446941e-01
2.360212109524574e-03	4.308107e-01	2.445713e-01
2.369977734524574e-03	4.331980e-01	2.444433e-01
2.379743359524574e-03	4.355841e-01	2.443102e-01
2.380964062649574e-03	4.358822e-01	2.442932e-01
2.383405468899574e-03	4.364785e-01	2.442589e-01
2.388288281399574e-03	4.376708e-01	2.441895e-01
2.398053906399574e-03	4.400544e-01	2.440469e-01
2.407819531399573e-03	4.424365e-01	2.438993e-01
2.417585156399573e-03	4.448171e-01	2.437467e-01
2.427350781399573e-03	4.471962e-01	2.435892e-01
2.437116406399573e-03	4.495738e-01	2.434267e-01
2.446882031399573e-03	4.519498e-01	2.432593e-01
2.456647656399572e-03	4.543241e-01	2.430869e-01
2.466413281399572e-03	4.566967e-01	2.429098e-01
2.476178906399572e-03	4.590675e-01	2.427278e-01
2.485944531399572e-03	4.614365e-01	2.425410e-01
2.495710156399572e-03	4.638037e-01	2.423495e-01
2.505475781399571e-03	4.661690e-01	2.421532e-01
2.515241406399571e-03	4.685323e-01	2.419521e-01
2.525007031399571e-03	4.708937e-01	2.417464e-01
2.534772656399571e-03	4.732530e-01	2.415360e-01
2.544538281399571e-03	4.756102e-01	2.413209e-01
2.554303906399570e-03	4.779653e-01	2.411013e-01
2.564069531399570e-03	4.803183e-01	2.408770e-01
2.573835156399570e-03	4.826690e-01	2.406481e-01
2.583600781399570e-03	4.850175e-01	2.404147e-01
2.593366406399570e-03	4.873636e-01	2.401768e-01
2.603132031399569e-03	4.897074e-01	2.399344e-01
2.612897656399569e-03	4.920489e-01	2.396875e-01
2.622663281399569e-03	4.943879e-01	2.394361e-01
2.632428906399569e-03	4.967244e-01	2.391804e-01
2.642194531399568e-03	4.990584e-01	2.389202e-01
2.651960156399568e-03	5.013898e-01	2.386556e-01
2.661725781399568e-03	5.037186e-01	2.383867e-01
2.671491406399568e-03	5.060447e-01	2.381134e-01
2.681257031399568e-03	5.083682e-01	2.378359e-01
2.691022656399567e-03	5.106890e-01	2.375540e-01
2.700788281399567e-03	5.130069e-01	2.372679e-01
2.710553906399567e-03	5.153221e-01	2.369775e-01
2.720319531399567e-03	5.176344e-01	2.366829e-01
2.721540234524567e-03	5.179232e-01	2.366458e-01
2.723981640774567e-03	5.185007e-01	2.365714e-01
2.728864453274567e-03	5.196552e-01	2.364217e-01
2.738630078274567e-03	5.219621e-01	2.361192e-01
2.748395703274566e-03	5.242659e-01	2.358126e-01
2.758161328274566e-03	5.265668e-01	2.355019e-01
2.767926953274566e-03	5.288645e-01	2.351870e-01
2.777692578274566e-03	5.311592e-01	2.348681e-01
2.787458203274566e-03	5.334507e-01	2.345450e-01
2.797223828274565e-03	5.357391e-01	2.342179e-01
2.806989453274565e-03	5.380242e-01	2.338868e-01
2.816755078274565e-03	5.403061e-01	2.335517e-01
2.826520703274565e-03	5.425847e-01	2.332126e-01
2.836286328274565e-03	5.448599e-01	2.328695e-01
2.846051953274564e-03	5.471319e-01	2.325224e-01
2.855817578274564e-03	5.494004e-01	2.321715e-01
2.865583203274564e-03	5.516654e-01	2.318166e-01
2.875348828274564e-03	5.539269e-01	2.314579e-01
2.885114453274564e-03	5.561849e-01	2.310952e-01
2.886335156399564e-03	5.564669e-01	2.310497e-01
2.886640332180814e-03	5.565374e-01	2.310383e-01
2.887250683743314e-03	5.566784e-01	2.310154e-01
2.888471386868314e-03	5.569603e-01	2.309697e-01
2.890912793118314e-03	5.575239e-01	2.308781e-01
2.895795605618314e-03	5.586505e-01	2.306942e-01
2.905561230618314e-03	5.609010e-01	2.303236e-01
2.915326855618313e-03	5.631479e-01	2.299491e-01
2.925092480618313e-03	5.653911e-01	2.295709e-01
2.934858105618313e-03	5.676306e-01	2.291888e-01
2.944623730618313e-03	5.698664e-01	2.288031e-01
2.954389355618313e-03	5.720983e-01	2.284136e-01
2.964154980618312e-03	5.743264e-01	2.280204e-01
2.973920605618312e-03	5.765507e-01	2.276235e-01
2.983686230618312e-03	5.787710e-01	2.272229e-01
2.993451855618312e-03	5.809875e-01	2.268187e-01
