time	V(X,Y)
2.896031249611044e-05	3.241313e-02
2.944859374611044e-05	-2.827168e-03
2.993687499611044e-05	-3.438652e-02
3.042515624611044e-05	-6.247842e-02
3.091343749611044e-05	-8.731306e-02
3.140171874611044e-05	-1.090961e-01
3.188999999611044e-05	-1.280280e-01
3.237828124611044e-05	-1.443039e-01
3.286656249611044e-05	-1.581129e-01
3.335484374611044e-05	-1.696373e-01
3.384312499611044e-05	-1.790532e-01
3.433140624611044e-05	-1.865292e-01
3.481968749611044e-05	-1.922272e-01
3.530796874611044e-05	-1.963015e-01
3.579624999611044e-05	-1.988991e-01
3.628453124611044e-05	-2.001597e-01
3.677281249611044e-05	-2.002156e-01
3.726109374611044e-05	-1.991918e-01
3.774937499611044e-05	-1.972061e-01
3.823765624611045e-05	-1.943692e-01
3.872593749611045e-05	-1.907848e-01
3.921421874611045e-05	-1.865500e-01
3.970249999611045e-05	-1.817551e-01
4.019078124611045e-05	-1.764839e-01
4.067906249611045e-05	-1.708144e-01
4.116734374611045e-05	-1.648183e-01
4.165562499611045e-05	-1.585618e-01
4.214390624611045e-05	-1.521056e-01
4.263218749611045e-05	-1.455048e-01
4.312046874611045e-05	-1.388100e-01
4.360874999611045e-05	-1.320671e-01
4.409703124611045e-05	-1.253169e-01
4.458531249611045e-05	-1.185966e-01
4.507359374611045e-05	-1.119388e-01
4.556187499611045e-05	-1.053730e-01
4.605015624611045e-05	-9.892476e-02
4.653843749611045e-05	-9.261644e-02
4.702671874611045e-05	-8.646715e-02
4.751499999611045e-05	-8.049345e-02
4.800328124611045e-05	-7.470918e-02
4.849156249611045e-05	-6.912553e-02
4.897984374611045e-05	-6.375158e-02
4.946812499611046e-05	-5.859435e-02
4.995640624611046e-05	-5.365896e-02
5.044468749611046e-05	-4.894876e-02
5.093296874611046e-05	-4.446554e-02
5.142124999611046e-05	-4.020989e-02
5.190953124611046e-05	-3.618073e-02
5.239781249611046e-05	-3.237641e-02
5.288609374611046e-05	-2.879369e-02
5.337437499611046e-05	-2.542865e-02
5.386265624611046e-05	-2.227700e-02
5.435093749611046e-05	-1.933324e-02
5.483921874611046e-05	-1.659155e-02
5.532749999611046e-05	-1.404572e-02
5.581578124611046e-05	-1.168883e-02
5.630406249611046e-05	-9.513974e-03
5.679234374611046e-05	-7.514000e-03
5.728062499611046e-05	-5.681276e-03
5.776890624611046e-05	-4.008174e-03
5.825718749611046e-05	-2.487183e-03
5.874546874611046e-05	-1.110673e-03
5.923374999611046e-05	1.291037e-04
5.972203124611046e-05	1.239657e-03
6.021031249611046e-05	2.228498e-03
6.069859374611047e-05	3.103018e-03
6.118687499611046e-05	3.870249e-03
6.167515624611046e-05	4.537582e-03
6.216343749611046e-05	5.111456e-03
6.265171874611046e-05	5.598783e-03
6.313999999611046e-05	6.005883e-03
6.362828124611046e-05	6.338716e-03
6.411656249611046e-05	6.603360e-03
6.460484374611046e-05	6.805658e-03
6.509312499611046e-05	6.950855e-03
6.558140624611046e-05	7.044196e-03
6.606968749611046e-05	7.090449e-03
6.655796874611046e-05	7.094264e-03
6.704624999611046e-05	7.060170e-03
6.753453124611046e-05	6.992102e-03
6.802281249611046e-05	6.894231e-03
6.851109374611047e-05	6.769896e-03
6.899937499611047e-05	6.622553e-03
6.948765624611047e-05	6.455660e-03
6.997593749611047e-05	6.271839e-03
7.046421874611047e-05	6.074071e-03
7.095249999611047e-05	5.864739e-03
7.144078124611047e-05	5.646110e-03
7.192906249611047e-05	5.420327e-03
7.241734374611047e-05	5.189538e-03
7.290562499611047e-05	4.955292e-03
7.339390624611047e-05	4.719377e-03
7.388218749611047e-05	4.483104e-03
7.437046874611047e-05	4.247785e-03
7.485874999611047e-05	4.014611e-03
7.534703124611047e-05	3.784657e-03
7.583531249611047e-05	3.558755e-03
7.632359374611047e-05	3.337741e-03
7.681187499611047e-05	3.122211e-03
7.730015624611047e-05	2.912879e-03
7.778843749611047e-05	2.709985e-03
7.827671874611047e-05	2.514362e-03
7.876499999611047e-05	2.325773e-03
7.925328124611047e-05	2.144933e-03
7.974156249611048e-05	1.971841e-03
8.022984374611048e-05	1.806617e-03
8.071812499611048e-05	1.649380e-03
8.120640624611048e-05	1.500010e-03
8.169468749611048e-05	1.358628e-03
8.218296874611048e-05	1.224995e-03
8.267124999611048e-05	1.099229e-03
8.315953124611048e-05	9.810925e-04
8.364781249611048e-05	8.705854e-04
8.413609374611048e-05	7.671118e-04
8.462437499611048e-05	6.707907e-04
8.511265624611048e-05	5.813837e-04
8.560093749611048e-05	4.985332e-04
8.608921874611048e-05	4.221201e-04
8.657749999611048e-05	3.517866e-04
8.706578124611048e-05	2.874136e-04
8.755406249611048e-05	2.286434e-04
8.804234374611048e-05	1.751184e-04
8.853062499611048e-05	1.267195e-04
8.901890624611048e-05	8.308887e-05
8.950718749611048e-05	4.398823e-05
8.999546874611048e-05	9.298325e-06
9.048374999611048e-05	-2.157688e-05
9.097203124611049e-05	-4.863739e-05
9.146031249611049e-05	-7.200241e-05
9.194859374611049e-05	-9.226799e-05
9.243687499611049e-05	-1.095533e-04
9.292515624611049e-05	-1.239777e-04
9.341343749611049e-05	-1.357794e-04
9.390171874611049e-05	-1.450777e-04
9.438999999611049e-05	-1.522303e-04
9.487828124611049e-05	-1.574755e-04
9.536656249611049e-05	-1.608133e-04
9.585484374611049e-05	-1.624823e-04
9.634312499611049e-05	-1.626015e-04
9.683140624611049e-05	-1.614094e-04
9.731968749611049e-05	-1.592636e-04
9.780796874611049e-05	-1.558065e-04
9.829624999611049e-05	-1.515150e-04
