time	I(L1)
3.239617739979051e-04	-1.392491e-03
3.244500552479051e-04	-1.691718e-03
3.249383364979051e-04	-1.950752e-03
3.254266177479051e-04	-2.172384e-03
3.259148989979051e-04	-2.359317e-03
3.264031802479051e-04	-2.514158e-03
3.268914614979051e-04	-2.639414e-03
3.273797427479051e-04	-2.737490e-03
3.278680239979051e-04	-2.810689e-03
3.283563052479051e-04	-2.861205e-03
3.288445864979051e-04	-2.891127e-03
3.293328677479051e-04	-2.902437e-03
3.298211489979051e-04	-2.897008e-03
3.303094302479051e-04	-2.876613e-03
3.307977114979051e-04	-2.842916e-03
3.312859927479051e-04	-2.797482e-03
3.317742739979051e-04	-2.741775e-03
3.322625552479051e-04	-2.677163e-03
3.327508364979051e-04	-2.604919e-03
3.332391177479051e-04	-2.526222e-03
3.337273989979051e-04	-2.442167e-03
3.342156802479051e-04	-2.353761e-03
3.347039614979051e-04	-2.261931e-03
3.351922427479051e-04	-2.167525e-03
3.356805239979051e-04	-2.071318e-03
3.361688052479051e-04	-1.974013e-03
3.366570864979051e-04	-1.876245e-03
3.371453677479051e-04	-1.778586e-03
3.376336489979051e-04	-1.681550e-03
3.381219302479051e-04	-1.585591e-03
3.386102114979051e-04	-1.491112e-03
3.390984927479051e-04	-1.398466e-03
3.395867739979051e-04	-1.307959e-03
3.400750552479051e-04	-1.219852e-03
3.405633364979051e-04	-1.134370e-03
3.410516177479051e-04	-1.051697e-03
3.415398989979051e-04	-9.719848e-04
3.420281802479051e-04	-8.953523e-04
3.425164614979051e-04	-8.218902e-04
3.430047427479051e-04	-7.516625e-04
3.434930239979051e-04	-6.847095e-04
3.439813052479051e-04	-6.210494e-04
3.444695864979051e-04	-5.606810e-04
3.449578677479051e-04	-5.035857e-04
3.454461489979051e-04	-4.497290e-04
3.459344302479051e-04	-3.990629e-04
3.464227114979051e-04	-3.515272e-04
3.469109927479051e-04	-3.070511e-04
3.473992739979051e-04	-2.655549e-04
3.478875552479051e-04	-2.269510e-04
3.483758364979051e-04	-1.911456e-04
3.488641177479051e-04	-1.580396e-04
3.493523989979051e-04	-1.275297e-04
3.498406802479051e-04	-9.950953e-05
3.503289614979051e-04	-7.387025e-05
3.508172427479051e-04	-5.050172e-05
3.513055239979051e-04	-2.929305e-05
3.517938052479051e-04	-1.013328e-05
3.522820864979051e-04	7.087971e-06
3.527703677479051e-04	2.248000e-05
3.532586489979051e-04	3.615054e-05
3.537469302479051e-04	4.820537e-05
3.542352114979051e-04	5.874790e-05
3.547234927479051e-04	6.787891e-05
3.552117739979051e-04	7.569626e-05
3.557000552479051e-04	8.229467e-05
3.561883364979051e-04	8.776556e-05
3.566766177479051e-04	9.219686e-05
3.571648989979051e-04	9.567295e-05
3.576531802479051e-04	9.827455e-05
3.581414614979051e-04	1.000787e-04
3.586297427479051e-04	1.011586e-04
3.591180239979051e-04	1.015838e-04
3.596063052479051e-04	1.014202e-04
3.600945864979051e-04	1.007298e-04
3.605828677479051e-04	9.957120e-05
3.610711489979051e-04	9.799925e-05
3.615594302479051e-04	9.606541e-05
3.620477114979051e-04	9.381767e-05
3.625359927479051e-04	9.130072e-05
3.630242739979051e-04	8.855607e-05
3.635125552479051e-04	8.562211e-05
3.640008364979051e-04	8.253427e-05
3.644891177479051e-04	7.932510e-05
3.649773989979051e-04	7.602444e-05
3.654656802479051e-04	7.265949e-05
3.659539614979051e-04	6.925497e-05
3.664422427479051e-04	6.583327e-05
3.669305239979051e-04	6.241451e-05
3.674188052479051e-04	5.901671e-05
3.679070864979051e-04	5.565592e-05
3.683953677479051e-04	5.234629e-05
3.688836489979051e-04	4.910026e-05
3.693719302479051e-04	4.592861e-05
3.698602114979051e-04	4.284061e-05
3.703484927479051e-04	3.984411e-05
3.708367739979051e-04	3.694567e-05
3.713250552479051e-04	3.415062e-05
3.718133364979051e-04	3.146319e-05
3.723016177479051e-04	2.888661e-05
3.727898989979051e-04	2.642315e-05
3.732781802479051e-04	2.407425e-05
3.737664614979051e-04	2.184059e-05
3.742547427479051e-04	1.972217e-05
3.747430239979051e-04	1.771835e-05
3.752313052479051e-04	1.582796e-05
3.757195864979051e-04	1.404933e-05
3.762078677479051e-04	1.238038e-05
3.766961489979051e-04	1.081864e-05
3.771844302479051e-04	9.361340e-06
3.776727114979051e-04	8.005427e-06
3.781609927479051e-04	6.747624e-06
3.786492739979051e-04	5.584473e-06
3.791375552479051e-04	4.512362e-06
3.796258364979051e-04	3.527571e-06
3.801141177479051e-04	2.626298e-06
3.806023989979051e-04	1.804688e-06
3.810906802479051e-04	1.058860e-06
3.815789614979052e-04	3.849295e-07
3.820672427479052e-04	-2.209675e-07
3.825555239979052e-04	-7.626591e-07
3.830438052479052e-04	-1.243919e-06
3.835320864979052e-04	-1.668453e-06
3.840203677479052e-04	-2.039886e-06
3.845086489979052e-04	-2.361748e-06
3.849969302479052e-04	-2.637470e-06
3.854852114979052e-04	-2.870374e-06
3.859734927479052e-04	-3.063663e-06
3.864617739979052e-04	-3.220423e-06
3.869500552479052e-04	-3.343612e-06
3.874383364979052e-04	-3.436061e-06
3.879266177479052e-04	-3.500472e-06
3.884148989979052e-04	-3.539417e-06
3.889031802479052e-04	-3.555334e-06
3.893914614979052e-04	-3.550535e-06
3.898797427479052e-04	-3.527199e-06
3.903680239979052e-04	-3.487379e-06
3.908563052479052e-04	-3.433004e-06
3.913445864979052e-04	-3.365879e-06
3.918328677479052e-04	-3.287691e-06
3.923211489979052e-04	-3.200008e-06
3.928094302479052e-04	-3.104288e-06
3.932977114979052e-04	-3.001882e-06
3.937859927479052e-04	-2.894033e-06
3.942742739979052e-04	-2.781885e-06
3.947625552479052e-04	-2.666487e-06
3.952508364979052e-04	-2.548796e-06
3.957391177479052e-04	-2.429682e-06
3.962273989979052e-04	-2.309930e-06
3.967156802479052e-04	-2.190249e-06
3.972039614979052e-04	-2.071274e-06
3.976922427479052e-04	-1.953569e-06
3.981805239979052e-04	-1.837633e-06
3.986688052479052e-04	-1.723903e-06
3.991570864979052e-04	-1.612760e-06
3.996453677479052e-04	-1.504531e-06
4.000000000000000e-04	-1.427906e-06
4.000000010000000e-04	-1.426769e-06
4.000000169999999e-04	-1.414639e-06
4.000000304019416e-04	-1.404479e-06
4.000000456223429e-04	-1.392940e-06
4.000000760631455e-04	-1.369860e-06
4.000001369447508e-04	-1.323696e-06
4.000002587079613e-04	-1.231348e-06
4.000005022343822e-04	-1.046571e-06
4.000009892872240e-04	-6.766986e-07
4.000019633929078e-04	6.432413e-08
4.000039116042753e-04	1.551479e-06
4.000078080270102e-04	4.546214e-06
4.000156008724801e-04	1.061729e-05
4.000311865634199e-04	2.308513e-05
4.000623579452995e-04	4.931757e-05
4.001247007090587e-04	1.069220e-04
4.002493862365772e-04	2.423121e-04
4.004987572916140e-04	5.908548e-04
4.009870385416140e-04	1.551873e-03
4.014753197916140e-04	2.848433e-03
4.019636010416140e-04	4.438682e-03
4.024518822916140e-04	6.283548e-03
4.029401635416140e-04	8.346656e-03
4.034284447916140e-04	1.059425e-02
4.039167260416140e-04	1.299508e-02
4.044050072916140e-04	1.552034e-02
4.048932885416140e-04	1.814356e-02
4.053815697916140e-04	2.084047e-02
4.058698510416140e-04	2.358896e-02
4.063581322916140e-04	2.636892e-02
4.068464135416140e-04	2.916217e-02
4.073346947916140e-04	3.195237e-02
4.078229760416140e-04	3.472486e-02
4.083112572916140e-04	3.746662e-02
4.087995385416140e-04	4.016615e-02
4.092878197916140e-04	4.281338e-02
4.097761010416140e-04	4.539954e-02
4.102643822916140e-04	4.791712e-02
4.107526635416140e-04	5.035976e-02
4.112409447916140e-04	5.272215e-02
4.117292260416140e-04	5.499999e-02
4.122175072916140e-04	5.718984e-02
4.127057885416140e-04	5.928913e-02
4.131940697916140e-04	6.129602e-02
4.136823510416140e-04	6.320935e-02
4.141706322916140e-04	6.502859e-02
4.146589135416140e-04	6.675380e-02
4.151471947916140e-04	6.838549e-02
4.156354760416140e-04	6.992464e-02
4.161237572916140e-04	7.137263e-02
4.166120385416140e-04	7.273117e-02
4.171003197916140e-04	7.400228e-02
4.175886010416140e-04	7.518826e-02
4.180768822916140e-04	7.629158e-02
4.185651635416140e-04	7.731493e-02
4.190534447916140e-04	7.826114e-02
4.195417260416140e-04	7.913318e-02
4.200300072916140e-04	7.993406e-02
4.205182885416140e-04	8.066691e-02
4.210065697916140e-04	8.133486e-02
4.214948510416140e-04	8.194109e-02
4.219831322916140e-04	8.248877e-02
4.224714135416140e-04	8.298104e-02
4.229596947916140e-04	8.342104e-02
4.234479760416140e-04	8.381185e-02
4.239362572916140e-04	8.415648e-02
4.244245385416140e-04	8.445788e-02
4.249128197916140e-04	8.471894e-02
4.254011010416140e-04	8.494246e-02
4.258893822916140e-04	8.513115e-02
4.263776635416140e-04	8.528760e-02
4.268659447916140e-04	8.541434e-02
4.273542260416140e-04	8.551378e-02
4.278425072916140e-04	8.558822e-02
4.283307885416140e-04	8.563987e-02
4.288190697916140e-04	8.567081e-02
4.293073510416140e-04	8.568306e-02
4.297956322916140e-04	8.567845e-02
4.302839135416140e-04	8.565880e-02
4.307721947916140e-04	8.562575e-02
4.312604760416140e-04	8.558090e-02
4.317487572916140e-04	8.552569e-02
4.322370385416140e-04	8.546151e-02
4.327253197916140e-04	8.538964e-02
4.332136010416140e-04	8.531125e-02
4.337018822916140e-04	8.522745e-02
4.341901635416140e-04	8.513924e-02
4.346784447916140e-04	8.504757e-02
4.351667260416140e-04	8.495329e-02
4.356550072916140e-04	8.485715e-02
4.361432885416140e-04	8.475988e-02
4.366315697916140e-04	8.466213e-02
4.371198510416140e-04	8.456445e-02
4.376081322916140e-04	8.446737e-02
4.380964135416140e-04	8.437134e-02
4.385846947916140e-04	8.427678e-02
4.390729760416140e-04	8.418403e-02
4.395612572916140e-04	8.409340e-02
4.400495385416140e-04	8.400516e-02
4.405378197916140e-04	8.391954e-02
4.410261010416140e-04	8.383672e-02
4.415143822916140e-04	8.375685e-02
4.420026635416140e-04	8.368005e-02
4.424909447916140e-04	8.360642e-02
4.429792260416140e-04	8.353602e-02
4.434675072916140e-04	8.346890e-02
4.439557885416140e-04	8.340506e-02
4.444440697916140e-04	8.334453e-02
4.449323510416140e-04	8.328726e-02
4.454206322916140e-04	8.323324e-02
4.459089135416140e-04	8.318240e-02
4.463971947916140e-04	8.313470e-02
4.468854760416140e-04	8.309007e-02
4.473737572916140e-04	8.304843e-02
4.478620385416140e-04	8.300967e-02
4.483503197916140e-04	8.297372e-02
4.488386010416140e-04	8.294047e-02
4.493268822916140e-04	8.290983e-02
4.498151635416140e-04	8.288168e-02
4.503034447916140e-04	8.285592e-02
4.507917260416140e-04	8.283244e-02
4.512800072916140e-04	8.281112e-02
4.517682885416140e-04	8.279186e-02
4.522565697916140e-04	8.277453e-02
4.527448510416140e-04	8.275905e-02
4.532331322916140e-04	8.274529e-02
4.537214135416140e-04	8.273315e-02
4.542096947916140e-04	8.272254e-02
4.546979760416140e-04	8.271334e-02
4.551862572916140e-04	8.270545e-02
4.556745385416140e-04	8.269879e-02
4.561628197916140e-04	8.269326e-02
4.566511010416140e-04	8.268878e-02
4.571393822916140e-04	8.268525e-02
4.576276635416140e-04	8.268261e-02
4.581159447916140e-04	8.268077e-02
4.586042260416140e-04	8.267965e-02
4.590925072916140e-04	8.267920e-02
4.595807885416140e-04	8.267933e-02
4.600690697916140e-04	8.267999e-02
4.605573510416140e-04	8.268113e-02
4.610456322916140e-04	8.268268e-02
4.615339135416140e-04	8.268460e-02
4.620221947916140e-04	8.268683e-02
4.625104760416140e-04	8.268933e-02
4.629987572916140e-04	8.269206e-02
4.634870385416140e-04	8.269499e-02
4.639753197916140e-04	8.269807e-02
4.644636010416140e-04	8.270127e-02
4.649518822916140e-04	8.270457e-02
4.654401635416140e-04	8.270793e-02
4.659284447916140e-04	8.271134e-02
4.664167260416140e-04	8.271476e-02
4.669050072916140e-04	8.271818e-02
4.673932885416140e-04	8.272158e-02
4.678815697916140e-04	8.272494e-02
4.683698510416140e-04	8.272825e-02
4.688581322916140e-04	8.273150e-02
4.693464135416140e-04	8.273468e-02
4.698346947916140e-04	8.273777e-02
4.703229760416140e-04	8.274078e-02
4.708112572916140e-04	8.274367e-02
4.712995385416140e-04	8.274648e-02
4.717878197916140e-04	8.274917e-02
4.722761010416140e-04	8.275175e-02
4.727643822916140e-04	8.275422e-02
4.732526635416140e-04	8.275658e-02
4.737409447916140e-04	8.275881e-02
4.742292260416140e-04	8.276094e-02
4.747175072916140e-04	8.276295e-02
4.752057885416140e-04	8.276485e-02
4.756940697916140e-04	8.276663e-02
4.761823510416140e-04	8.276831e-02
4.766706322916140e-04	8.276987e-02
4.771589135416140e-04	8.277134e-02
4.776471947916140e-04	8.277269e-02
4.781354760416140e-04	8.277396e-02
4.786237572916140e-04	8.277513e-02
4.791120385416140e-04	8.277620e-02
4.796003197916140e-04	8.277719e-02
4.800886010416140e-04	8.277810e-02
4.805768822916140e-04	8.277892e-02
4.810651635416140e-04	8.277968e-02
4.815534447916140e-04	8.278035e-02
4.820417260416140e-04	8.278096e-02
4.825300072916140e-04	8.278151e-02
4.830182885416140e-04	8.278199e-02
4.835065697916140e-04	8.278242e-02
4.839948510416140e-04	8.278279e-02
4.844831322916140e-04	8.278312e-02
4.849714135416140e-04	8.278339e-02
4.854596947916140e-04	8.278363e-02
4.859479760416140e-04	8.278383e-02
4.864362572916140e-04	8.278398e-02
4.869245385416140e-04	8.278411e-02
4.874128197916140e-04	8.278421e-02
4.879011010416140e-04	8.278427e-02
4.883893822916140e-04	8.278431e-02
4.888776635416140e-04	8.278432e-02
4.893659447916139e-04	8.278432e-02
4.898542260416139e-04	8.278430e-02
4.903425072916138e-04	8.278426e-02
4.908307885416138e-04	8.278421e-02
4.913190697916137e-04	8.278414e-02
4.918073510416137e-04	8.278406e-02
4.922956322916136e-04	8.278397e-02
4.927839135416136e-04	8.278388e-02
4.932721947916135e-04	8.278378e-02
4.937604760416135e-04	8.278367e-02
4.942487572916134e-04	8.278356e-02
4.947370385416133e-04	8.278345e-02
4.952253197916133e-04	8.278333e-02
4.957136010416132e-04	8.278321e-02
4.962018822916132e-04	8.278309e-02
4.966901635416131e-04	8.278297e-02
4.971784447916131e-04	8.278285e-02
4.976667260416130e-04	8.278273e-02
4.981550072916130e-04	8.278262e-02
4.986432885416129e-04	8.278250e-02
4.991315697916129e-04	8.278239e-02
4.996198510416128e-04	8.278228e-02
5.000000000000000e-04	8.278220e-02
