Freq.	V(n006)
1.62566103232818e+04	(-1.55770087940893e+01dB,-1.12386210008144e+02°)
1.66352754220533e+04	(-1.58359492166303e+01dB,-1.13298297626736e+02°)
1.70227607640474e+04	(-1.60973108204413e+01dB,-1.14209026929008e+02°)
1.74192717991215e+04	(-1.63611085094153e+01dB,-1.15118238566645e+02°)
1.78250187626747e+04	(-1.66273561173221e+01dB,-1.16025762359671e+02°)
1.82402167871180e+04	(-1.68960662868525e+01dB,-1.16931417714568e+02°)
1.86650860159396e+04	(-1.71672503532985e+01dB,-1.17835014104013e+02°)
1.90998517204285e+04	(-1.74409182336713e+01dB,-1.18736351605929e+02°)
1.95447444191160e+04	(-1.77170783220301e+01dB,-1.19635221499040e+02°)
1.99999999999998e+04	(-1.79957373917631e+01dB,-1.20531406911571e+02°)
2.04658598456149e+04	(-1.82769005055166e+01dB,-1.21424683519286e+02°)
2.09425709610178e+04	(-1.85605709334150e+01dB,-1.22314820288539e+02°)
2.14303861047519e+04	(-1.88467500801546e+01dB,-1.23201580259622e+02°)
2.19295639228635e+04	(-1.91354374214839e+01dB,-1.24084721365292e+02°)
2.24403690860391e+04	(-1.94266304505064e+01dB,-1.24963997278997e+02°)
2.29630724299374e+04	(-1.97203246341606e+01dB,-1.25839158287087e+02°)
2.34979510987904e+04	(-2.00165133801447e+01dB,-1.26709952179025e+02°)
2.40452886923480e+04	(-2.03151880144604e+01dB,-1.27576125149505e+02°)
2.46053754162474e+04	(-2.06163377696602e+01dB,-1.28437422706251e+02°)
2.51785082358831e+04	(-2.09199497837847e+01dB,-1.29293590577313e+02°)
2.57649910338624e+04	(-2.12260091098844e+01dB,-1.30144375611677e+02°)
2.63651347711279e+04	(-2.15344987359280e+01dB,-1.30989526667190e+02°)
2.69792576518328e+04	(-2.18453996148088e+01dB,-1.31828795479943e+02°)
2.76076852920574e+04	(-2.21586907040788e+01dB,-1.32661937509569e+02°)
2.82507508924548e+04	(-2.24743490149571e+01dB,-1.33488712755185e+02°)
2.89087954149183e+04	(-2.27923496700923e+01dB,-1.34308886537135e+02°)
