time	V(n003)
1.317742739979051e-04	6.685001e-02
1.322625552479051e-04	8.508170e-02
1.327508364979051e-04	1.009609e-01
1.332391177479051e-04	1.146472e-01
1.337273989979051e-04	1.262953e-01
1.342156802479051e-04	1.360547e-01
1.347039614979051e-04	1.440696e-01
1.351922427479051e-04	1.504785e-01
1.356805239979051e-04	1.554139e-01
1.361688052479051e-04	1.590028e-01
1.366570864979051e-04	1.613659e-01
1.371453677479051e-04	1.626181e-01
1.376336489979051e-04	1.628682e-01
1.381219302479051e-04	1.622191e-01
1.386102114979051e-04	1.607677e-01
1.390984927479051e-04	1.586054e-01
1.395867739979051e-04	1.558177e-01
1.400750552479051e-04	1.524845e-01
1.405633364979051e-04	1.486805e-01
1.410516177479051e-04	1.444750e-01
1.415398989979051e-04	1.399323e-01
1.420281802479051e-04	1.351120e-01
1.425164614979051e-04	1.300686e-01
1.430047427479051e-04	1.248524e-01
1.434930239979051e-04	1.195094e-01
1.439813052479051e-04	1.140814e-01
1.444695864979051e-04	1.086063e-01
1.449578677479051e-04	1.031184e-01
1.454461489979051e-04	9.764853e-02
1.459344302479051e-04	9.222402e-02
1.464227114979051e-04	8.686927e-02
1.469109927479051e-04	8.160575e-02
1.473992739979051e-04	7.645217e-02
1.478875552479051e-04	7.142475e-02
1.483758364979051e-04	6.653729e-02
1.488641177479051e-04	6.180146e-02
1.493523989979051e-04	5.722688e-02
1.498406802479051e-04	5.282129e-02
1.503289614979051e-04	4.859074e-02
1.508172427479051e-04	4.453971e-02
1.513055239979051e-04	4.067124e-02
1.517938052479051e-04	3.698708e-02
1.522820864979051e-04	3.348782e-02
1.527703677479051e-04	3.017298e-02
1.532586489979051e-04	2.704116e-02
1.537469302479051e-04	2.409011e-02
1.542352114979051e-04	2.131684e-02
1.547234927479051e-04	1.871775e-02
1.552117739979051e-04	1.628863e-02
1.557000552479051e-04	1.402485e-02
1.561883364979051e-04	1.192133e-02
1.566766177479051e-04	9.972690e-03
1.571648989979051e-04	8.173265e-03
1.576531802479051e-04	6.517181e-03
1.581414614979051e-04	4.998410e-03
1.586297427479051e-04	3.610810e-03
1.591180239979051e-04	2.348179e-03
1.596063052479051e-04	1.204287e-03
1.600945864979051e-04	1.729178e-04
1.605828677479051e-04	-7.521039e-04
1.610711489979051e-04	-1.576880e-03
1.615594302479051e-04	-2.307415e-03
1.620477114979052e-04	-2.949594e-03
1.625359927479052e-04	-3.509165e-03
1.630242739979052e-04	-3.991720e-03
1.635125552479052e-04	-4.402683e-03
1.640008364979052e-04	-4.747295e-03
1.644891177479052e-04	-5.030612e-03
1.649773989979052e-04	-5.257490e-03
1.654656802479052e-04	-5.432582e-03
1.659539614979052e-04	-5.560336e-03
1.664422427479052e-04	-5.644991e-03
1.669305239979052e-04	-5.690576e-03
1.674188052479052e-04	-5.700910e-03
1.679070864979052e-04	-5.679605e-03
1.683953677479052e-04	-5.630065e-03
1.688836489979052e-04	-5.555493e-03
1.693719302479052e-04	-5.458892e-03
1.698602114979052e-04	-5.343072e-03
1.703484927479052e-04	-5.210652e-03
1.708367739979052e-04	-5.064069e-03
1.713250552479052e-04	-4.905582e-03
1.718133364979052e-04	-4.737279e-03
1.723016177479052e-04	-4.561083e-03
1.727898989979052e-04	-4.378761e-03
1.732781802479052e-04	-4.191925e-03
1.737664614979052e-04	-4.002049e-03
1.742547427479052e-04	-3.810465e-03
1.747430239979052e-04	-3.618379e-03
1.752313052479052e-04	-3.426872e-03
1.757195864979052e-04	-3.236912e-03
1.762078677479052e-04	-3.049356e-03
1.766961489979052e-04	-2.864959e-03
1.771844302479052e-04	-2.684382e-03
1.776727114979052e-04	-2.508195e-03
1.781609927479052e-04	-2.336886e-03
1.786492739979052e-04	-2.170866e-03
1.791375552479052e-04	-2.010475e-03
1.796258364979052e-04	-1.855989e-03
1.801141177479052e-04	-1.707620e-03
1.806023989979052e-04	-1.565528e-03
1.810906802479052e-04	-1.429821e-03
1.815789614979052e-04	-1.300565e-03
1.820672427479052e-04	-1.177779e-03
1.825555239979052e-04	-1.061451e-03
1.830438052479052e-04	-9.515306e-04
1.835320864979052e-04	-8.479421e-04
1.840203677479052e-04	-7.505820e-04
1.845086489979052e-04	-6.593243e-04
1.849969302479052e-04	-5.740237e-04
1.854852114979052e-04	-4.945178e-04
1.859734927479052e-04	-4.206302e-04
1.864617739979052e-04	-3.521726e-04
1.869500552479052e-04	-2.889473e-04
1.874383364979052e-04	-2.307491e-04
1.879266177479052e-04	-1.773670e-04
1.884148989979052e-04	-1.285864e-04
1.889031802479052e-04	-8.419019e-05
1.893914614979052e-04	-4.396033e-05
1.898797427479052e-04	-7.679181e-06
1.903680239979052e-04	2.486946e-05
1.908563052479052e-04	5.389931e-05
1.913445864979052e-04	7.962073e-05
1.918328677479052e-04	1.022399e-04
1.923211489979052e-04	1.219583e-04
1.928094302479052e-04	1.389719e-04
1.932977114979052e-04	1.534708e-04
1.937859927479052e-04	1.656387e-04
1.942742739979052e-04	1.756531e-04
1.947625552479052e-04	1.836840e-04
1.952508364979052e-04	1.898949e-04
1.957391177479052e-04	1.944416e-04
1.962273989979052e-04	1.974730e-04
1.967156802479052e-04	1.991303e-04
1.972039614979052e-04	1.995477e-04
1.976922427479052e-04	1.988517e-04
1.981805239979052e-04	1.971621e-04
1.986688052479052e-04	1.945911e-04
1.991570864979052e-04	1.912443e-04
1.996453677479052e-04	1.872202e-04
2.000000000000000e-04	1.839101e-04
2.000000010000000e-04	7.580407e-01
2.000000169999999e-04	7.580696e-01
2.000000304019416e-04	7.580939e-01
2.000000456223429e-04	7.581215e-01
2.000000760631456e-04	7.581766e-01
2.000001369447508e-04	7.582870e-01
2.000002587079613e-04	7.585075e-01
2.000005022343822e-04	7.589486e-01
2.000009892872241e-04	7.598309e-01
2.000019633929078e-04	7.615951e-01
2.000039116042753e-04	7.651223e-01
2.000078080270103e-04	7.721724e-01
2.000156008724803e-04	7.862551e-01
2.000311865634203e-04	8.143506e-01
2.000623579453003e-04	8.702625e-01
2.001247007090604e-04	9.809745e-01
2.002493862365804e-04	1.197991e+00
2.004987572916205e-04	1.614711e+00
2.009870385416205e-04	2.366188e+00
2.014753197916205e-04	3.036049e+00
2.019636010416205e-04	3.629190e+00
2.024518822916205e-04	4.150412e+00
2.029401635416205e-04	4.604400e+00
2.034284447916205e-04	4.995714e+00
2.039167260416205e-04	5.328774e+00
2.044050072916205e-04	5.607855e+00
2.048932885416205e-04	5.837074e+00
2.053815697916205e-04	6.020388e+00
2.058698510416205e-04	6.161590e+00
2.063581322916205e-04	6.264302e+00
2.068464135416205e-04	6.331978e+00
2.073346947916205e-04	6.367898e+00
2.078229760416205e-04	6.375173e+00
2.083112572916205e-04	6.356744e+00
2.087995385416205e-04	6.315382e+00
2.092878197916205e-04	6.253696e+00
2.097761010416205e-04	6.174129e+00
2.102643822916205e-04	6.078968e+00
2.107526635416205e-04	5.970345e+00
2.112409447916205e-04	5.850243e+00
2.117292260416205e-04	5.720499e+00
2.122175072916205e-04	5.582812e+00
2.127057885416205e-04	5.438747e+00
2.131940697916205e-04	5.289739e+00
2.136823510416205e-04	5.137101e+00
2.141706322916205e-04	4.982029e+00
2.146589135416205e-04	4.825608e+00
2.151471947916205e-04	4.668817e+00
2.156354760416205e-04	4.512535e+00
2.161237572916205e-04	4.357546e+00
2.166120385416205e-04	4.204547e+00
2.171003197916205e-04	4.054152e+00
2.175886010416205e-04	3.906896e+00
2.180768822916205e-04	3.763241e+00
2.185651635416205e-04	3.623585e+00
2.190534447916205e-04	3.488258e+00
2.195417260416205e-04	3.357538e+00
2.200300072916205e-04	3.231644e+00
2.205182885416205e-04	3.110751e+00
2.210065697916205e-04	2.994986e+00
2.214948510416205e-04	2.884437e+00
2.219831322916205e-04	2.779154e+00
2.224714135416205e-04	2.679153e+00
2.229596947916205e-04	2.584421e+00
2.234479760416205e-04	2.494919e+00
2.239362572916205e-04	2.410581e+00
2.244245385416205e-04	2.331323e+00
2.249128197916205e-04	2.257042e+00
2.254011010416205e-04	2.187618e+00
2.258893822916205e-04	2.122919e+00
2.263776635416205e-04	2.062799e+00
2.268659447916205e-04	2.007104e+00
2.273542260416205e-04	1.955674e+00
2.278425072916205e-04	1.908339e+00
2.283307885416205e-04	1.864929e+00
2.288190697916205e-04	1.825267e+00
2.293073510416205e-04	1.789176e+00
2.297956322916205e-04	1.756479e+00
2.302839135416205e-04	1.726997e+00
2.307721947916205e-04	1.700555e+00
2.312604760416205e-04	1.676977e+00
2.317487572916205e-04	1.656093e+00
2.322370385416205e-04	1.637734e+00
2.327253197916205e-04	1.621736e+00
2.332136010416205e-04	1.607939e+00
2.337018822916205e-04	1.596188e+00
2.341901635416205e-04	1.586333e+00
2.346784447916205e-04	1.578231e+00
2.351667260416205e-04	1.571741e+00
2.356550072916205e-04	1.566732e+00
2.361432885416205e-04	1.563076e+00
2.366315697916205e-04	1.560652e+00
2.371198510416205e-04	1.559344e+00
2.376081322916205e-04	1.559044e+00
2.380964135416205e-04	1.559649e+00
2.385846947916205e-04	1.561061e+00
2.390729760416205e-04	1.563188e+00
2.395612572916205e-04	1.565945e+00
2.400495385416205e-04	1.569252e+00
2.405378197916205e-04	1.573033e+00
2.410261010416205e-04	1.577219e+00
2.415143822916205e-04	1.581746e+00
2.420026635416205e-04	1.586553e+00
2.424909447916205e-04	1.591586e+00
2.429792260416205e-04	1.596794e+00
2.434675072916205e-04	1.602132e+00
2.439557885416205e-04	1.607556e+00
2.444440697916205e-04	1.613030e+00
2.449323510416205e-04	1.618518e+00
2.454206322916205e-04	1.623989e+00
2.459089135416205e-04	1.629417e+00
2.463971947916205e-04	1.634776e+00
2.468854760416205e-04	1.640045e+00
2.473737572916205e-04	1.645204e+00
2.478620385416205e-04	1.650239e+00
2.483503197916205e-04	1.655134e+00
2.488386010416205e-04	1.659878e+00
2.493268822916205e-04	1.664461e+00
2.498151635416205e-04	1.668876e+00
2.503034447916205e-04	1.673115e+00
2.507917260416205e-04	1.677176e+00
2.512800072916205e-04	1.681054e+00
2.517682885416205e-04	1.684748e+00
2.522565697916205e-04	1.688257e+00
2.527448510416205e-04	1.691581e+00
2.532331322916205e-04	1.694723e+00
2.537214135416205e-04	1.697683e+00
2.542096947916205e-04	1.700465e+00
2.546979760416205e-04	1.703074e+00
2.551862572916205e-04	1.705511e+00
2.556745385416205e-04	1.707784e+00
2.561628197916205e-04	1.709895e+00
2.566511010416205e-04	1.711852e+00
2.571393822916205e-04	1.713659e+00
2.576276635416205e-04	1.715323e+00
2.581159447916205e-04	1.716848e+00
2.586042260416205e-04	1.718243e+00
2.590925072916205e-04	1.719512e+00
2.595807885416205e-04	1.720662e+00
2.600690697916205e-04	1.721699e+00
2.605573510416205e-04	1.722629e+00
2.610456322916205e-04	1.723459e+00
2.615339135416205e-04	1.724194e+00
2.620221947916205e-04	1.724841e+00
2.625104760416205e-04	1.725405e+00
2.629987572916205e-04	1.725891e+00
2.634870385416205e-04	1.726306e+00
2.639753197916205e-04	1.726654e+00
2.644636010416205e-04	1.726940e+00
2.649518822916205e-04	1.727170e+00
2.654401635416205e-04	1.727347e+00
2.659284447916205e-04	1.727478e+00
2.664167260416205e-04	1.727564e+00
2.669050072916205e-04	1.727612e+00
2.673932885416205e-04	1.727624e+00
2.678815697916205e-04	1.727604e+00
2.683698510416205e-04	1.727556e+00
2.688581322916205e-04	1.727483e+00
2.693464135416205e-04	1.727387e+00
2.698346947916206e-04	1.727272e+00
2.703229760416206e-04	1.727141e+00
2.708112572916206e-04	1.726995e+00
2.712995385416206e-04	1.726837e+00
2.717878197916206e-04	1.726669e+00
2.722761010416206e-04	1.726493e+00
2.727643822916206e-04	1.726311e+00
2.732526635416206e-04	1.726125e+00
2.737409447916206e-04	1.725935e+00
2.742292260416206e-04	1.725743e+00
2.747175072916206e-04	1.725551e+00
2.752057885416206e-04	1.725360e+00
2.756940697916206e-04	1.725170e+00
2.761823510416206e-04	1.724982e+00
2.766706322916206e-04	1.724797e+00
2.771589135416206e-04	1.724617e+00
2.776471947916206e-04	1.724440e+00
2.781354760416206e-04	1.724269e+00
2.786237572916206e-04	1.724102e+00
2.791120385416206e-04	1.723942e+00
2.796003197916206e-04	1.723787e+00
